       775089.304462171160      370664.867970243155     -571273.554131715093       -1355.970714351439
       805552.504728401662      386659.596398363297     -587421.970260387752        1446.839363544268
       833476.585274469224      400817.550509542925     -604586.545271377894        3075.707305974686
       854417.589969473425      411543.042658514692     -618115.939481784590        4653.352895062072
       867528.160331926425      418387.391402109992     -626760.921726406086        6239.195477631213
       871508.648921371670      420727.490575445176     -629186.236737799947        7797.240655860945
       867127.552529033506      418949.100939708762     -625712.883640436805        9289.326371518227
       856201.451973033836      413946.396444644255     -617533.271636459860       10692.051209547559
       840634.350834306679      406653.987505708705     -605968.415305950679       11995.498150890726
       822024.807265523006      397856.003127129341     -592152.244391865795       13198.621769265703
       801590.970627493225      388150.008488105494     -576959.982404297451       14305.391625493539
       780215.012484693434      377968.979782833776     -561031.339962180704       15322.252982475726
       758515.896082681371      367616.991388075578     -544818.712345154956       16256.614268859599
       736917.393083896139      357302.519633234595     -528634.238933230168       17116.002110340418
       715702.547640739940      347165.096712523373     -512688.211733552860       17907.619344269504
       695054.532744668191      337295.302467947302     -497118.211028437887       18638.136652092991
       675086.350210309378      327749.298168998561     -482010.448253853945       19313.615460830562
       655862.082623975701      318559.228405202564     -467415.128073056927       19939.502000712975
       637411.981146129896      309740.608306094189     -453357.408259478223       20520.657835436705
       619743.136536126956      301297.550515983312     -439845.185189367796       21061.407172226722
       602847.012304313947      293226.457186790183     -426874.612776177761       21565.590000205902
       586704.755988290766      285518.624815818097     -414434.009713914187       22036.615164905194
       571290.937922776793      278162.079423730844     -402506.621795758896       22477.510391394713
       556576.175987233873      271142.866268404468     -391072.570309062256       22890.967915914014
       542528.969864962506      264445.952330159198     -380110.220949408016       23279.385301271992
       529116.973451762693      258055.853418369370     -369597.139477625024       23644.901501971166
       516307.867404056364      251957.065167785593     -359510.752245274372       23989.428491033908
       504069.946949255595      246134.354278039071     -349828.795778642758       24314.678867349754
       492372.507036453171      240572.950189850060     -340529.615613288537       24622.189891869828
       481186.083524907182      235258.665955232544     -331592.357545680075       24913.344389184957
       470482.592501025414      230177.968933716707     -322997.082344633876       25189.388918847981
       460235.397971420258      225318.016150438139     -314724.826298062224       25451.449580125292
       450419.329700501461      220666.665000676294     -306757.623750207247       25700.545771312391
       441010.666867728112      216212.467001092969     -299078.503303530335       25937.602183832867
       431987.098825912573      211944.650134941476     -291671.466120378231       26163.459273751265
       423327.671064224502      207853.093780773750     -284521.452410740894       26378.882419745652
       415012.722175857343      203928.299084050988     -277614.300485025218       26584.569947094897
       407023.815956867824      200161.356809774094     -270936.701506790589       26781.160171645133
       399343.671546043945      196543.914116507978     -264476.152172982460       26969.237595671912
       391956.093630519346      193068.141257118841     -258220.906886651355       27149.338368663986
       384845.904098777275      189726.698894899397     -252159.930503721553       27321.955109910239
       377998.876055966539      186512.706493959238     -246282.852382853831       27487.541176016282
       371401.670779292588      183419.712076206459     -240579.922211268189       27646.514444742676
       365041.777948795818      180441.663517523120     -235041.967893828958       27799.260676580765
       358907.459315983811      177572.881469982123     -229660.355659233755       27946.136506967327
       352987.695850909920      174808.033936476131     -224426.952441932110       28087.472114789176
       347272.138323998835      172142.112482018187     -219334.090531414608       28223.573606639158
       341751.061221729731      169570.410037329100     -214374.534434068832       28354.725150994298
       336415.319858379138      167088.500231601443     -209541.449861644272       28481.190891958708
       331256.310523232678      164692.218179727468     -204828.374740043218       28603.216668344128
       326265.933490627795      162377.642642837833     -200229.192119895888       28721.031560518473
       321436.558715331950      160141.079478280502     -195738.104863674031       28834.849284601951
       316760.994036218734      157979.046294996311     -191349.611981429975       28944.869451121111
       312232.455715226941      155888.258231962071     -187058.486487245420       29051.278703097592
       307844.541144982155      153865.614780184231     -182859.754650130664       29154.251746722355
       303591.203566395445      151908.187572390481     -178748.676515954838       29253.952286161290
       299466.728646262549      150013.209068652097     -174720.727580142411       29350.533872664695
       295465.712774205022      148178.062070507003     -170771.581494151411       29444.140676953284
       291583.042947441863      146400.270000480465     -166897.093691784772       29534.908192801533
       287813.878121140238      144677.487888349162     -163093.285823782790       29622.963878839240
       284153.631910947151      143007.494009582791     -159356.330890808662       29708.427744787445
       280597.956542687956      141388.182125544874     -155682.538965551736       29791.412887653289
       277142.727952389861      139817.554278792435     -152068.343394004711       29872.025982800544
       273784.031947196752      138293.714100461482     -148510.287363809301       29950.367734274198
       270518.151344894490      136814.860590098717     -145005.010723563668       30026.533288290215
       267341.554016257811      135379.282331403752     -141549.236930788320       30100.612613387784
       264250.881760561722      133985.352110318490     -138139.759997416433       30172.690850380255
       261242.939950155967      132631.521904545283     -134773.431289603730       30242.848634917405
       258314.687885270017      131316.318216095329     -131447.146022621397       30311.162395193172
       255463.229804871196      130038.337720722353     -128157.829270577975       30377.704627086125
       252685.806503897416      128796.243210244458     -124902.421283501826       30442.544148796344
       249979.787511082948      127588.759805627749     -121677.861869104119       30505.746336863023
       247342.663785375771      126414.671420520986     -118481.073551185080       30567.373345269658
       244772.040892272431      125272.817456510456     -115308.943157931673       30627.484309211282
       242265.632624464430      124162.089712851302     -112158.301417305192       30686.135534970595
       239821.255034024827      123081.429494769778     -109025.900037414685       30743.380677257315
       237436.820845943963      122029.824905640140     -105908.385619491732       30799.270905280286
       235110.334225111408      121006.308309455970     -102802.269578581894       30853.855058775407
       232839.885871001170      120009.953950966548      -99703.893016588743       30907.179795182245
       230623.648416207288      119039.875721770688      -96609.385181182151       30959.289729165506
       228459.872106678347      118095.225061362464      -93514.613718992303       31010.227565724617
       226346.880743022251      117175.188982804437      -90415.124343310832       31060.034228229142
       224283.067863512581      116278.988213179182      -87306.066710715008       31108.748982889698
       222266.893150551128      115405.875439301235      -84182.102123175340       31156.409561442535
       220296.879043062305      114555.133649305877      -81037.286962468017       31203.052284257294
       218371.607537781412      113726.074560543464      -77864.923232947069       31248.712186729317
       216489.717162356334      112918.037123616072      -74657.363760322245       31293.423152842246
       214649.900102426502      112130.386091132081      -71405.753659293958       31337.218061395004
       212850.899463002075      111362.510637432206      -68099.680225349206       31380.128952976036
       211091.506640780310      110613.823011393513      -64726.687853205483       31422.187230045471
       209370.558777052327      109883.757197075553      -61271.588066247685       31463.423909809011
       207686.936247883888      109171.767543590206      -57715.447585529233       31503.869962607703
       206039.560123318399      108477.327300336299      -54034.049252726923       31543.556792931562
       204427.389477417106      107799.926943453160      -50195.445904041873       31582.516968543514
       202849.418323904159      107139.072072066745      -46155.854771681421       31620.785406353152
       201304.671702174062      106494.280402546297      -41852.269940545899       31658.401464607021
       199792.199781602132      105865.076732035508      -37187.882484665373       31695.413024457353
       198311.066824979032      105250.982715028978      -31999.320349024470       31731.885603472761
       196860.323887052306      104651.490331889901      -25966.838417254141       31767.927262015037
       195438.906344772317      104065.960148468119      -18260.801495755124       31803.786504595530
       194043.515592592623      103491.503702647940         -66.625913505655       31841.920765435083
       194043.515592592594      103491.503702647940         -66.625913505644       31841.920765435083
       195428.749623993237      104055.803427689883       18127.784181937699       31813.848737525615
       196846.023115113931      104637.189559951774       25834.060021815141       31782.243712387197
       198293.629756443872      105233.545646493149       31866.785402161167       31749.526977699061
       199772.155615050549      105845.032565483532       37055.595646350899       31715.909495359418
       201282.363511807693      106471.972212179753       41720.236005522078       31681.460319104652
       202825.093381431710      107114.747129592914       46024.078674690412       31646.204423923278
