    1.866820E+03      8.090306E+02      6.638099E+01      5.230980E+00      4.004062E-01      3.175713E-02      2.747894E+03
    1.999350E+03      8.646372E+02      7.071018E+01      5.595444E+00      4.367185E-01      3.340125E-02      2.940763E+03
    2.137441E+03      9.256641E+02      7.566916E+01      6.019667E+00      4.758359E-01      3.740377E-02      3.145307E+03
    2.284726E+03      9.880427E+02      8.086857E+01      6.370970E+00      5.074889E-01      3.820722E-02      3.360554E+03
    2.443852E+03      1.055560E+03      8.660717E+01      6.759266E+00      5.444965E-01      4.029571E-02      3.593363E+03
    2.614830E+03      1.129622E+03      9.201343E+01      7.148927E+00      5.653938E-01      4.465237E-02      3.844225E+03
    2.795533E+03      1.204408E+03      9.814072E+01      7.775619E+00      6.180817E-01      4.787685E-02      4.106523E+03
    2.991833E+03      1.285893E+03      1.051644E+02      8.259721E+00      6.543661E-01      4.652561E-02      4.391852E+03
    3.193292E+03      1.375449E+03      1.121648E+02      8.818536E+00      7.113663E-01      5.240228E-02      4.690489E+03
    3.417307E+03      1.469532E+03      1.191378E+02      9.415101E+00      7.485777E-01      5.529346E-02      5.016196E+03
    3.651642E+03      1.568342E+03      1.287329E+02      1.007140E+01      7.997695E-01      5.792213E-02      5.359646E+03
    3.905447E+03      1.674537E+03      1.368091E+02      1.063329E+01      8.761346E-01      6.011510E-02      5.728362E+03
    4.167271E+03      1.789718E+03      1.456425E+02      1.149254E+01      8.735368E-01      7.098815E-02      6.115068E+03
    4.457274E+03      1.912740E+03      1.556350E+02      1.211976E+01      9.120198E-01      7.680155E-02      6.538757E+03
    4.764011E+03      2.040142E+03      1.643535E+02      1.279941E+01      9.542584E-01      8.191297E-02      6.982342E+03
    5.088311E+03      2.176953E+03      1.755454E+02      1.373787E+01      1.042540E+00      8.186789E-02      7.455672E+03
    5.435465E+03      2.318784E+03      1.892333E+02      1.445118E+01      1.136623E+00      9.466379E-02      7.959165E+03
    5.806700E+03      2.479558E+03      1.993437E+02      1.576745E+01      1.217722E+00      9.349157E-02      8.502680E+03
    6.199624E+03      2.641716E+03      2.142543E+02      1.659387E+01      1.307027E+00      1.087717E-01      9.073604E+03
    6.618432E+03      2.819943E+03      2.265033E+02      1.779974E+01      1.414481E+00      9.969103E-02      9.684192E+03
    7.078629E+03      3.008637E+03      2.434952E+02      1.844810E+01      1.464477E+00      1.088552E-01      1.035078E+04
    7.546438E+03      3.210864E+03      2.579006E+02      2.005500E+01      1.520608E+00      1.156655E-01      1.103689E+04
    8.051197E+03      3.424689E+03      2.753937E+02      2.138461E+01      1.600648E+00      1.206938E-01      1.177439E+04
    8.604777E+03      3.647492E+03      2.933802E+02      2.293045E+01      1.769498E+00      1.364214E-01      1.257049E+04
    9.186523E+03      3.894109E+03      3.121947E+02      2.390444E+01      1.816542E+00      1.416924E-01      1.341869E+04
    9.791572E+03      4.141191E+03      3.316736E+02      2.560649E+01      2.002994E+00      1.457908E-01      1.429219E+04
    1.044378E+04      4.410769E+03      3.532704E+02      2.679473E+01      2.050834E+00      1.688697E-01      1.523683E+04
    1.114929E+04      4.706897E+03      3.756855E+02      2.875733E+01      2.202540E+00      1.628110E-01      1.626300E+04
    1.189308E+04      4.998534E+03      3.988847E+02      3.047827E+01      2.307903E+00      1.747310E-01      1.732346E+04
    1.267577E+04      5.339376E+03      4.257896E+02      3.249828E+01      2.493821E+00      1.875191E-01      1.847612E+04
