      5433588.949608855881     1284864.045023975661     1153070.517729206011     1118333.057634056080
      5266637.037567763589     1299233.348061652388     1097839.428414531052     1040077.261357909068
      5025483.418338227086     1243306.908549055923     1028808.107924060780      967336.360900767497
      4797870.492131110281     1178952.005478952546      965724.378730464377      902206.393387959921
      4588772.690586194396     1113638.360049488489      908930.886295160046      844202.038940943661
      4397669.804816476069     1049663.662701196270      857759.309858480236      792386.345953881973
      4222881.751321851276      987849.385505442391      811449.892971503898      745852.657071594615
      4062540.213429580443      928453.719019295298      769319.019017708022      703816.811307642609
      3914888.854803821072      871493.199107209453      730784.933159406180      665623.418759138673
      3778369.637953902595      816876.701455688803      695359.656165371882      630729.785473462311
      3651632.678592444398      764467.331225908711      662634.486811286304      598686.371895955293
      3533519.434403494932      714112.739911379875      632266.080389499897      569119.184758114745
      3423038.367419739719      665660.288690185058      603964.618957812083      541715.224675247446
      3319340.416429742705      618964.492250753101      577484.130902012810      516210.823687705968
      3221696.879073567223      573890.395521327620      552614.665124766645      492382.391999002546
      3129480.384245307185      530314.781522579608      529175.981159589253      470039.083628162800
      3042148.880867735017      488126.233452259621      507012.454069702537      449016.964347902802
      2959232.303808156401      447224.614427252265      485988.945980059099      429174.349759590987
      2880321.516472201794      407520.278080957243      465987.445569097472      410388.055341621453
      2805059.149524117820      368933.183696785010      446904.318276178150      392550.359646470984
      2733132.002999446820      331392.010598997644      428648.043234071636      375566.527730305039
      2664264.732187642250      294833.321525835432      411137.339124556398      359352.776881076337
      2598214.587085254025      259200.799118589581      394299.601587947807      343834.593218784721
      2534767.017979118042      224444.565308114135      378069.590682793409      328945.327806020505
      2473731.995438163169      190520.585604949418      362388.319169027847      314625.016106228228
      2414940.922317378223      157390.156406829017      347202.101851356449      300819.376147723233
      2358244.039278317709      125019.471861195620      332461.733464246558      287478.949471237836
      2303508.244812314864       93379.266658782857      318121.768050560437      274558.355496629840
      2250615.266727361828       62444.531882123534      304139.876801456092      262015.634796766652
      2199460.135340865701       32194.302437443890      290476.264098508051      249811.660224620136
      2149949.919914592989        2611.516578269634      277093.123143569916      237909.597095041041
      2102002.699826865923      -26317.049361230242      263954.113089751569      226274.394756209775
      2055546.751235320233      -54600.764476857374      251023.838893915556      214872.291862195940
      2010519.939234542660      -82245.033902591007      238267.312935391790      203670.316300589475
      1966869.315606530290     -109251.079007995228      225649.373298336868      192635.757662566379
      1924550.934357516002     -135615.580585877993      213134.026643377176      181735.584687480237
      1883529.913090370828     -161330.145013121277      200683.672340462072      170935.771086431254
      1843780.790698180674     -186380.532912912488      188258.146480620868      160200.478490650537
      1805288.265707025072     -210745.557625591522      175813.495082491514      149491.021332174772
      1768048.453478416894     -234395.508244068827      163300.337148577208      138764.498580640211
      1732070.890618891455     -257289.862929971714      150661.594819221616      127971.908777504199
      1697381.673375051934     -279373.900705269247      137829.219126591634      117055.442556047623
      1664028.410553950118     -300573.526907618507      124719.261446171120      105944.417875649931
      1632088.250669121277     -320787.048967316223      111224.088128590316       94548.868532049644
      1601681.471967682242     -339871.410735978920       97199.356648726389       82748.826020874549
      1572995.981752667110     -357617.536282572779       82440.615864692198       70375.066038152989
      1546335.554152253084     -373701.951706277963       66637.142061763880       57171.119448886500
      1522227.682729960419     -387578.806591624103       49268.178449718158       42707.858247750395
      1501717.303280643653     -398186.038046280853       29318.272593323189       26149.059426816304
      1487513.743746233406     -402798.318902261206        4155.601021273539        5327.122613466394
      1507884.906933592167     -373132.783105311508      -54235.405068839740      -42862.560243500346
      1507884.906933592167     -373132.783105311508      -54235.405068839646      -42862.560243500346
      1601128.079599770484     -289183.983048170281     -111951.060411741797      -90614.167359312894
      1660583.779070760589     -239319.562255418889     -136421.147542238847     -110986.134712748768
      1714559.479447056307     -195247.009873660398     -155660.567412170902     -127082.541989346544
      1765806.781789256725     -154230.724068351672     -172300.438766383450     -141070.427482719999
      1815415.832200587494     -115197.685833733893     -187355.469523196080     -153785.415554912557
      1863962.532192588784      -77590.350510140299     -201345.628941583243     -165655.995841391530
      1911802.550193065079      -41072.749442393440     -214580.806616821996     -176937.955883633462
      1959179.494769559475       -5422.442691125812     -227264.569012497610     -187799.791281129903
      2006273.509099743562       29517.935020308476     -239540.318994632777     -198360.690395996120
      2053226.167905299226       63865.414357346614     -251514.690636687796     -208709.783025971672
      2100154.511572276242       97710.549850623094     -263270.567546803097     -218916.853144882218
      2147159.570322656538      131125.746990867308     -274874.862039337750     -229038.744345585525
      2194331.874584794976      164170.550974465179     -286383.436713362287     -239123.417813075706
      2241755.219981315546      196895.161878550571     -297844.370837951254     -249212.652154730866
      2289509.377656960860      229342.862714239338     -309300.221307953994     -259343.919728285604
      2337672.148641555104      261551.754027696210     -320789.649504627392     -269551.745124748559
      2386321.004592895042      293556.031456376950     -332348.636618731252     -279868.729182001320
      2435534.469612313900      325386.953900762775     -344011.426550237869     -290326.353387821582
