0      0      0
14      0.006      3.6e-05
110      0.012      0.000144
331      0.018      0.000323999
690      0.024      0.000575997
1109      0.03      0.000899992
1649      0.036      0.00129598
2336      0.042      0.00176396
3013      0.048      0.00230392
3895      0.054      0.00291585
4989      0.06      0.00359974
5953      0.066      0.00435558
7060      0.072      0.00518336
8414      0.078      0.00608304
10071      0.084      0.00705461
11337      0.09      0.00809803
12919      0.096      0.00921328
14689      0.102      0.0104003
16423      0.108      0.0116591
18810      0.114      0.0129896
20467      0.12      0.0143917
22400      0.126      0.0158654
24978      0.132      0.0174106
27575      0.138      0.0190273
29722      0.144      0.0207154
32668      0.15      0.0224747
35043      0.156      0.0243052
37810      0.162      0.0262068
40542      0.168      0.0281794
43464      0.174      0.0302229
47159      0.18      0.0323371
49960      0.186      0.0345219
53361      0.192      0.0367771
56748      0.198      0.0391027
60102      0.204      0.0414984
64231      0.21      0.0439641
67560      0.216      0.0464995
71563      0.222      0.0491046
75877      0.228      0.051779
79564      0.234      0.0545226
83286      0.24      0.0573352
88341      0.246      0.0602164
92375      0.252      0.0631662
97056      0.258      0.066184
101663      0.264      0.0692698
105929      0.27      0.0724233
111041      0.276      0.075644
116350      0.282      0.0789318
121332      0.288      0.0822862
126047      0.294      0.0857069
130973      0.3      0.0891936
136350      0.306      0.092746
141898      0.312      0.0963635
147251      0.318      0.100046
152518      0.324      0.103793
158227      0.33      0.107603
164563      0.336      0.111477
169496      0.342      0.115415
176455      0.348      0.119415
182160      0.354      0.123477
187715      0.36      0.1276
194102      0.366      0.131785
200330      0.372      0.13603
207839      0.378      0.140335
212763      0.384      0.144699
220803      0.39      0.149122
227612      0.396      0.153603
233151      0.402      0.158142
240680      0.408      0.162738
246596      0.414      0.16739
254369      0.42      0.172097
261742      0.426      0.176859
268292      0.432      0.181675
276057      0.438      0.186545
283963      0.444      0.191467
289549      0.45      0.196442
298778      0.456      0.201467
306200      0.462      0.206542
313625      0.468      0.211667
321665      0.474      0.21684
329497      0.48      0.222061
336942      0.486      0.227329
345260      0.492      0.232643
352597      0.498      0.238001
360346      0.504      0.243404
370309      0.51      0.24885
377427      0.516      0.254338
386122      0.522      0.259866
393596      0.528      0.265435
402027      0.534      0.271043
410099      0.54      0.276689
419333      0.546      0.282372
428124      0.552      0.288091
435313      0.558      0.293844
444662      0.564      0.299631
453741      0.57      0.30545
461813      0.576      0.311301
471204      0.582      0.317181
478987      0.588      0.323091
488636      0.594      0.329028
497121      0.6      0.334991
506617      0.606      0.34098
516758      0.612      0.346992
523422      0.618      0.353027
534243      0.624      0.359084
543846      0.63      0.36516
552159      0.636      0.371255
561233      0.642      0.377367
570688      0.648      0.383495
580638      0.654      0.389638
588635      0.66      0.395793
597622      0.666      0.401961
608280      0.672      0.408139
617764      0.678      0.414325
626245      0.684      0.420519
636845      0.69      0.426719
645710      0.696      0.432923
653741      0.702      0.43913
663030      0.708      0.445338
674822      0.714      0.451547
681724      0.72      0.457754
692397      0.726      0.463957
699465      0.732      0.470156
708487      0.738      0.476349
718170      0.744      0.482533
728130      0.75      0.488708
737977      0.756      0.494873
747336      0.762      0.501024
756711      0.768      0.507161
764638      0.774      0.513283
774444      0.78      0.519387
784989      0.786      0.525471
792699      0.792      0.531535
803024      0.798      0.537577
810752      0.804      0.543595
820997      0.81      0.549587
828667      0.816      0.555551
838178      0.822      0.561487
847844      0.828      0.567392
856155      0.834      0.573264
864896      0.84      0.579103
872853      0.846      0.584906
881871      0.852      0.590672
890579      0.858      0.596399
898533      0.864      0.602085
909538      0.87      0.60773
915839      0.876      0.61333
926220      0.882      0.618885
932108      0.888      0.624393
940899      0.894      0.629851
948925      0.9      0.63526
956490      0.906      0.640616
966763      0.912      0.645919
972488      0.918      0.651167
980469      0.924      0.656358
988703      0.93      0.66149
993741      0.936      0.666562
1.00151e+06      0.942      0.671573
1.01113e+06      0.948      0.676521
1.01805e+06      0.954      0.681404
1.02606e+06      0.96      0.686221
1.03307e+06      0.966      0.69097
1.04037e+06      0.972      0.69565
1.04674e+06      0.978      0.700259
1.05324e+06      0.984      0.704796
1.06005e+06      0.99      0.70926
1.06595e+06      0.996      0.713648
1.07446e+06      1.002      0.71796
1.07909e+06      1.008      0.722194
1.08719e+06      1.014      0.726349
1.09065e+06      1.02      0.730424
1.09776e+06      1.026      0.734416
1.10666e+06      1.032      0.738325
1.11148e+06      1.038      0.74215
1.11808e+06      1.044      0.745889
1.12183e+06      1.05      0.749541
1.1281e+06      1.056      0.753104
1.13353e+06      1.062      0.756579
1.13806e+06      1.068      0.759962
1.14122e+06      1.074      0.763254
1.15003e+06      1.08      0.766453
1.15319e+06      1.086      0.769558
1.15833e+06      1.092      0.772568
1.16105e+06      1.098      0.775482
1.16539e+06      1.104      0.778299
1.16884e+06      1.11      0.781018
1.17334e+06      1.116      0.783638
1.17799e+06      1.122      0.786158
1.18221e+06      1.128      0.788578
1.1869e+06      1.134      0.790896
1.18903e+06      1.14      0.793111
1.19194e+06      1.146      0.795224
1.19292e+06      1.152      0.797233
1.19628e+06      1.158      0.799137
1.20181e+06      1.164      0.800935
1.20276e+06      1.17      0.802628
1.20464e+06      1.176      0.804215
1.20661e+06      1.182      0.805694
